ra;fase;turma;nome_anonimizado;idade_aprox;genero;ano_ingresso;instituicao_de_ensino;pedra;inde;iaa;ieg;ips;ida;mat;por;ing;ipv;ian;fase_ideal;defasagem;ano_coleta;ipp;ativo_inativo
RA-1122;3;K;Aluno-1122;12;Masculino;2023;Pública;Ametista;7,82;8,75;9,86;7,51;5,33;5;4,5;6,5;7,22;10;2;1;2024;7,08;Cursando
RA-422;3;K;Aluno-422;14;Masculino;2022;Pública;Quartzo;5,54;7,5;6,16;7,51;2,83;3;4,5;1;5,5;5;4;-1;2024;6,46;Cursando
RA-1117;3;K;Aluno-1117;12;Feminino;2023;Pública;Ametista;7,6;8,75;8,31;7,51;5,67;5;5;7;6,83;10;2;1;2024;8,12;Cursando
RA-1539;3;K;Aluno-1539;13;Feminino;2024;Pública;Ametista;7,71;6,67;9,03;6,88;6,83;6;7;7,5;7,06;10;3;0;2024;7,71;Cursando
RA-618;3;K;Aluno-618;15;Masculino;2021;Pública;Ágata;6,72;10;8,32;6,88;4,17;5;4,5;3;6,83;5;5;-2;2024;6,67;Cursando
RA-669;3;K;Aluno-669;12;Masculino;2022;Pública;Ágata;6,64;7,5;4,85;7,51;5,33;5;6;5;6,88;10;3;0;2024;7,29;Cursando
RA-408;3;K;Aluno-408;14;Feminino;2022;Pública;Ágata;6,53;7,5;4,98;7,51;4,83;3;5,5;6;6,78;10;3;0;2024;7,08;Cursando
RA-610;3;K;Aluno-610;11;Feminino;2022;Pública;Ametista;7,89;9,59;9,69;3,76;6,33;8;5;6;8,34;10;2;1;2024;6,88;Cursando
RA-409;3;K;Aluno-409;13;Feminino;2022;Pública;Topázio;8,23;9,59;9,23;7,51;7,17;7;7,5;7;7,22;10;3;0;2024;7,92;Cursando
RA-464;3;L;Aluno-464;15;Feminino;2022;Pública;Ágata;6,87;9,17;7,85;8,76;4,33;3;3,5;6,5;7,12;5;4;-1;2024;7,19;Cursando
RA-1165;3;L;Aluno-1165;13;Feminino;2023;Pública;Ametista;7,91;8,75;6,83;8,14;8;9;7,5;7,5;7,83;10;3;0;2024;6,88;Cursando
RA-466;3;L;Aluno-466;15;Masculino;2022;Pública;Ágata;6,78;8,75;7,22;8,76;4;3;6,5;2,5;7,66;5;4;-1;2024;7,5;Cursando
RA-414;3;L;Aluno-414;14;Feminino;2021;Pública;Ametista;7,19;7,92;8,43;7,51;6;9;3;6;5,67;10;3;0;2024;6,25;Cursando
RA-401;3;L;Aluno-401;14;Feminino;2021;Pública;Ágata;6,73;6,67;6,84;6,88;4,83;7;5;2,5;6,92;10;3;0;2024;6,56;Cursando
RA-1141;3;L;Aluno-1141;13;Feminino;2023;Pública;Ágata;6,79;9,59;6,19;7,51;4,17;5;4,5;3;6,78;10;3;0;2024;6,56;Cursando
RA-592;3;L;Aluno-592;12;Feminino;2021;Privada;Ametista;7,12;7,92;6,11;2,51;7,83;7;8;8,5;7,62;10;2;1;2024;7,66;Cursando
RA-474;3;L;Aluno-474;15;Masculino;2021;Pública;Ágata;6,02;9,17;5,82;7,51;3;4;3;2;6,87;5;4;-1;2024;7,19;Cursando
RA-602;3;L;Aluno-602;13;Masculino;2021;Pública;Topázio;8,65;9,59;9,67;7,51;7,33;9;5;8;8,54;10;3;0;2024;8,28;Cursando
RA-666;3;L;Aluno-666;12;Masculino;2022;Pública;Topázio;8,19;10;7,88;7,51;7,17;10;5,5;6;8,38;10;3;0;2024;7,5;Cursando
RA-604;3;L;Aluno-604;12;Feminino;2021;Pública;Ametista;7,43;8,33;7,5;8,13;7;8;5,5;7,5;6,21;10;2;1;2024;6,41;Cursando
RA-476;3;L;Aluno-476;14;Feminino;2021;Pública;Ágata;6,74;7,92;6,6;7,51;4,5;7;4;2,5;6,74;10;3;0;2024;6,25;Cursando
RA-423;3;L;Aluno-423;14;Feminino;2022;Pública;Ágata;6,62;5,83;6,5;8,13;4,33;6;3,5;3,5;6,83;10;3;0;2024;6,88;Cursando
RA-631;3;L;Aluno-631;14;Masculino;2022;Pública;Ágata;6,8;8,33;7,21;8,75;4,17;7;3,5;2;6,24;10;3;0;2024;5,62;Cursando
RA-658;3;M;Aluno-658;12;Feminino;2022;Pública;Ametista;7,51;8,75;10;8,14;3,67;5,5;2,5;3;6,74;10;2;1;2024;7,38;Cursando
RA-1540;3;M;Aluno-1540;14;Feminino;2024;Pública;Quartzo;5,7;8,33;5;7,51;2,67;2;2;4;6,83;5;4;-1;2024;7,12;Cursando
RA-1541;3;M;Aluno-1541;13;Masculino;2024;Pública;Topázio;8,34;9,17;8,63;6,88;8,17;9;7;8,5;7,74;10;3;0;2024;8,25;Cursando
RA-1114;3;M;Aluno-1114;12;Feminino;2023;Pública;Ametista;7,44;8,75;9,53;2,51;5;5;3;7;7,84;10;3;0;2024;8,38;Cursando
RA-662;3;M;Aluno-662;13;Feminino;2022;Pública;Ametista;7,11;7,92;7,61;7,51;4,17;4,5;5;3;7,23;10;3;0;2024;7,62;Cursando
RA-760;3;M;Aluno-760;13;Masculino;2021;Pública;Ágata;6,94;9,17;7,09;7,51;5;2,5;3,5;9;6,16;10;3;0;2024;6,25;Cursando
RA-1542;3;M;Aluno-1542;16;Feminino;2024;Pública;Ágata;6,09;7,5;6,3;8,14;3,17;1;3,5;5;6,97;5;5;-2;2024;7,38;Cursando
RA-404;3;M;Aluno-404;14;Feminino;2021;Pública;Ágata;6,62;8,33;6,29;2,51;5,67;6;5;6;7;10;3;0;2024;7,5;Cursando
RA-1119;3;M;Aluno-1119;14;Feminino;2023;Pública;Ametista;7,39;9,59;8,72;7,51;5,67;6;3,5;7,5;7,7;5;4;-1;2024;7,62;Cursando
RA-1116;3;M;Aluno-1116;15;Masculino;2023;Pública;Quartzo;3,79;0;3,36;6,26;2,33;1;3;3;5,07;5;4;-1;2024;5,12;Cursando
RA-667;3;M;Aluno-667;13;Masculino;2021;Pública;Ametista;7,18;9,17;7,04;7,51;4,67;5,5;4,5;4;6,97;10;3;0;2024;7,75;Cursando
RA-605;3;M;Aluno-605;13;Feminino;2021;Pública;Ágata;6,02;7,5;6,19;6,88;2,67;1,5;3,5;3;5,53;10;3;0;2024;7;Cursando
RA-1543;3;M;Aluno-1543;14;Masculino;2024;Pública;Ágata;6,75;7,5;8,08;7,51;5;6;4;;7,07;5;4;-1;2024;7,25;Cursando
RA-1118;3;M;Aluno-1118;14;Feminino;2023;Pública;Ametista;7,03;7,08;7,85;9,38;3,83;3;4,5;4;6,87;10;3;0;2024;6,75;Cursando
RA-1544;3;M;Aluno-1544;14;Feminino;2024;Pública;Ágata;6,91;8,33;8,67;6,88;5,83;5,5;5,5;6,5;6,6;5;4;-1;2024;6,62;Cursando
RA-1545;3;N;Aluno-1545;12;Feminino;2024;Pública;Ametista;7,3;7,5;6,21;8,13;8,17;8;6,5;10;6,16;10;3;0;2024;6,25;Cursando
RA-1127;3;N;Aluno-1127;12;Feminino;2023;Pública;Topázio;8,18;9,17;10;7,51;5,83;8,5;4,5;4,5;7,67;10;3;0;2024;8,12;Cursando
RA-1129;3;N;Aluno-1129;12;Masculino;2023;Pública;Ametista;7,36;9,17;7,14;8,13;6,83;9;5,5;6;5,74;10;3;0;2024;6,88;Cursando
RA-1546;3;N;Aluno-1546;14;Masculino;2024;Pública;Ágata;6,9;8,33;6,37;8,75;4,67;5;3;6;6,17;10;3;0;2024;7,5;Cursando
RA-1130;3;N;Aluno-1130;12;Masculino;2023;Pública;Ágata;6,56;8,75;6,28;8,13;4,33;7,5;3,5;2;5,33;10;3;0;2024;6,88;Cursando
RA-1168;3;N;Aluno-1168;14;Feminino;2023;Pública;Ágata;6,86;9,59;7,68;7,51;5,67;8,5;3,5;5;6,33;5;4;-1;2024;7,19;Cursando
RA-613;3;N;Aluno-613;15;Masculino;2021;Pública;Ametista;7,4;8,33;9,57;7,51;7,33;8;6;8;6,25;5;4;-1;2024;6,88;Cursando
RA-433;3;N;Aluno-433;14;Masculino;2022;Pública;Ametista;7,22;7,92;8,38;8,13;4,83;6,5;4;4;6,42;10;3;0;2024;6,88;Cursando
RA-1547;3;N;Aluno-1547;14;Feminino;2024;Pública;Ágata;6,75;7,92;6,47;8,13;6,67;9,5;6;4,5;6,34;5;4;-1;2024;7,5;Cursando
RA-1548;3;N;Aluno-1548;13;Feminino;2024;Pública;Ágata;6,48;8,33;5,24;7,51;4,83;9;4,5;1;5,66;10;3;0;2024;7,5;Cursando
RA-304;3;N;Aluno-304;16;Masculino;2021;Pública;Ágata;6,85;10;7,83;7,51;7,17;9;5,5;7;5,82;2,5;6;-3;2024;6,88;Cursando
RA-1549;3;N;Aluno-1549;15;Masculino;2024;Pública;Ágata;6,51;9,59;7,44;7,51;4,17;5,5;3;4;6,32;5;5;-2;2024;7,19;Cursando
RA-632;3;P;Aluno-632;12;Feminino;2022;Pública;Ametista;7,52;7,92;9;6,88;4,17;0;6;6,5;7,88;10;3;0;2024;8,28;Cursando
RA-633;3;P;Aluno-633;13;Feminino;2021;Pública;Quartzo;5,23;4,58;4,71;2,51;3,33;4;6;;6,12;10;3;0;2024;6,88;Cursando
RA-1137;3;P;Aluno-1137;11;Feminino;2023;Pública;Ametista;7,18;8,33;7,59;8,13;3,5;1;4,5;5;7,46;10;2;1;2024;8,28;Cursando
RA-646;3;P;Aluno-646;14;Masculino;2021;Pública;Ametista;7,72;10;9,27;7,51;6,17;9;4,5;5;7,75;5;4;-1;2024;8,28;Cursando
RA-1550;3;P;Aluno-1550;15;Masculino;2024;Pública;Ágata;6,06;9,59;5,22;7,51;4,33;5;3;5;6,2;5;4;-1;2024;7,03;Cursando
RA-1139;3;P;Aluno-1139;12;Masculino;2023;Pública;Ágata;6,91;8,33;6,15;7,51;4,67;5;3;6;7,04;10;2;1;2024;7,5;Cursando
RA-444;3;P;Aluno-444;14;Masculino;2021;Pública;Quartzo;5,41;8,33;6,38;2,51;3,67;2;5;4;5,96;5;4;-1;2024;6,25;Cursando
RA-445;3;P;Aluno-445;14;Masculino;2022;Pública;Ametista;7,34;7,92;8,72;7,51;4;3;6;3;7,37;10;3;0;2024;7,81;Cursando
RA-639;3;P;Aluno-639;12;Feminino;2021;Pública;Quartzo;5,77;7,92;5,28;2,51;3,83;1;4,5;6;6,16;10;3;0;2024;6,72;Cursando
RA-1142;3;P;Aluno-1142;12;Feminino;2023;Pública;Topázio;8,39;8,33;9,13;7,51;8,5;10;8;7,5;7,34;10;3;0;2024;8,12;Cursando
RA-1551;3;P;Aluno-1551;15;Masculino;2024;Pública;Quartzo;5,97;9,59;4,77;7,51;3,5;1;5,5;4;6,79;5;5;-2;2024;7,5;Cursando
RA-458;3;P;Aluno-458;15;Masculino;2021;Pública;Quartzo;5,68;8,75;3,74;6,88;4;3;4;5;6,83;5;4;-1;2024;7,03;Cursando
RA-1552;3;P;Aluno-1552;13;Masculino;2024;Pública;Ametista;7,44;9,59;9,74;7,51;3,17;1;4,5;4;7,16;10;3;0;2024;7,19;Cursando
RA-1170;3;P;Aluno-1170;15;Masculino;2023;Pública;Ágata;6,1;9,17;5,57;8,13;3,5;1;2,5;7;6,75;5;5;-2;2024;7,03;Cursando
RA-642;3;P;Aluno-642;12;Feminino;2021;Pública;Ametista;7,08;9,59;9,15;3,76;4;2;5;5;7;10;3;0;2024;7,19;Cursando
RA-1553;3;R;Aluno-1553;13;Masculino;2024;Pública;Ametista;7,64;8,33;9;7,51;4,33;6;5;2;7,78;10;3;0;2024;8,33;Cursando
RA-1554;3;R;Aluno-1554;15;Masculino;2024;Pública;Ágata;6,94;6,67;9,63;8,76;4;3;;5;7,22;5;5;-2;2024;7,29;Cursando
RA-649;3;R;Aluno-649;14;Feminino;2021;Pública;Ágata;6,99;8,75;6;8,76;3,67;5,5;4;1,5;7,33;10;3;0;2024;8,33;Cursando
RA-1136;3;R;Aluno-1136;14;Feminino;2023;Pública;Quartzo;5,46;8,75;4,55;8,14;1,67;1;2;2;6,38;5;4;-1;2024;7,5;Cursando
RA-653;3;R;Aluno-653;13;Feminino;2022;Pública;Topázio;8,1;8,75;9,54;8,76;5,17;6,5;4,5;4,5;7,89;10;3;0;2024;8,33;Cursando
RA-456;3;R;Aluno-456;13;Feminino;2022;Pública;Topázio;8,33;7,08;9,38;7,51;6,5;9;6;4,5;8,89;10;3;0;2024;9,17;Cursando
RA-655;3;R;Aluno-655;14;Feminino;2021;Pública;Topázio;8,24;7,5;10;8,76;6,83;8;4;8,5;7,17;10;3;0;2024;8,12;Cursando
RA-656;3;R;Aluno-656;13;Feminino;2021;Pública;Ágata;6,67;9,17;5,98;7,51;4,17;5;3,5;4;6,11;10;3;0;2024;7,5;Cursando
RA-657;3;R;Aluno-657;13;Feminino;2021;Pública;Topázio;8,21;8,75;9,6;6,88;7,5;8;4,5;10;7,06;10;3;0;2024;8,12;Cursando
RA-1555;3;R;Aluno-1555;13;Masculino;2024;Pública;Ametista;7,48;8,33;10;6,26;3;9;0;;8,06;10;3;0;2024;8,12;Cursando
RA-461;3;R;Aluno-461;13;Feminino;2021;Pública;Ametista;7,54;8,75;9,18;7,51;4,5;3;4,5;6;7,06;10;3;0;2024;7,71;Cursando
RA-398;3;U;Aluno-398;12;Feminino;2022;Pública;Ametista;7,25;7,08;5,73;7,51;8;8,5;7,5;8;6,55;10;3;0;2024;7,29;Cursando
RA-586;3;U;Aluno-586;11;Feminino;2021;Privada;Topázio;8,7;9,17;9,24;7,51;8,5;7,5;8;10;8,06;10;2;1;2024;8,75;Cursando
RA-623;3;U;Aluno-623;15;Masculino;2022;Pública;Ágata;6,36;8,33;7,4;6,88;4;3,5;2,5;6;7,05;5;4;-1;2024;6,46;Cursando
RA-588;3;U;Aluno-588;11;Feminino;2021;Privada;Topázio;8,68;9,17;9,83;7,51;7,83;8,5;8;7;8;10;2;1;2024;8,75;Cursando
RA-626;3;U;Aluno-626;13;Masculino;2021;Pública;Ágata;6,41;9,59;3,38;6,88;5,33;5,5;3,5;7;6,44;10;3;0;2024;7,29;Cursando
RA-1556;3;U;Aluno-1556;14;Masculino;2024;Pública;Ágata;6,67;7,92;5,22;7,51;4;3,5;;4,5;7,44;10;3;0;2024;7,92;Cursando
RA-455;3;U;Aluno-455;14;Feminino;2022;Pública;Ametista;7,1;8,75;6,11;8,13;4,5;3;6,5;4;7,28;10;3;0;2024;8,33;Cursando
RA-614;3;U;Aluno-614;14;Masculino;2021;Pública;Ametista;7,83;9,59;9,7;7,51;6,83;8;4,5;8;7,6;5;4;-1;2024;7,92;Cursando
RA-434;3;U;Aluno-434;13;Masculino;2022;Pública;Ágata;6,61;7,08;5,06;7,51;5,5;5,5;5,5;5,5;6,55;10;3;0;2024;7,29;Cursando
RA-603;3;U;Aluno-603;12;Masculino;2022;Pública;Ágata;6,94;9,59;7,16;6,88;4,67;4,5;5,5;4;6,22;10;3;0;2024;6,88;Cursando
RA-1133;3;U;Aluno-1133;11;Feminino;2023;Pública;Topázio;8,24;9,17;9,84;8,75;4,5;5;3,5;5;8,83;10;2;1;2024;8,12;Cursando
RA-616;3;U;Aluno-616;14;Masculino;2021;Pública;Quartzo;5,46;7,5;3,09;6,88;3,83;3;3,5;5;4,95;10;3;0;2024;6,46;Cursando
RA-1134;3;U;Aluno-1134;12;Masculino;2023;Pública;Ametista;7,76;8,75;8,91;7,51;6;6;5,5;6,5;6,88;10;3;0;2024;7,71;Cursando
RA-1557;3;U;Aluno-1557;14;Feminino;2024;Pública;Topázio;8,23;9,59;8,92;7,51;7;6;;8;7,72;10;3;0;2024;7,92;Cursando
RA-670;3;U;Aluno-670;12;Feminino;2022;Privada;Topázio;8,86;9,59;9,44;7,51;8,67;9;7;10;8,17;10;2;1;2024;8,96;Cursando
RA-620;3;U;Aluno-620;14;Masculino;2021;Pública;Quartzo;5,77;8,33;3,98;7,51;2,5;3,5;2,5;1,5;5,89;10;3;0;2024;7,08;Cursando
RA-1149;4;A;Aluno-1149;15;Feminino;2023;Pública;Topázio;8,14;8,33;10;10;6;2;6;10;8,71;5;5;-1;2024;8,62;Cursando
RA-1558;4;A;Aluno-1558;16;Masculino;2024;Pública;Ametista;7,64;9,17;8,71;8,76;5,5;5;5,5;6;8,3;5;5;-1;2024;8,5;Cursando
RA-326;4;A;Aluno-326;14;Feminino;2022;Privada;Topázio;8,83;9,17;8,97;6,26;9,33;10;9;9;8,7;10;3;1;2024;8,88;Cursando
RA-339;4;A;Aluno-339;13;Feminino;2021;Pública;Ametista;7,71;7,5;7,16;5,64;8,17;8;7;9,5;7,67;10;3;1;2024;8;Cursando
RA-179;4;A;Aluno-179;13;Masculino;2022;Privada;Topázio;8,93;9,17;9,41;9,38;8,17;7;8;9,5;8,44;10;3;1;2024;8,75;Cursando
RA-1559;4;A;Aluno-1559;15;Feminino;2024;Pública;Ágata;6,33;7,92;5,29;6,88;4,67;8;0;6;7,6;5;5;-1;2024;8,38;Cursando
RA-332;4;A;Aluno-332;15;Masculino;2021;Privada;Topázio;8,42;9,59;7,61;9,38;7;7;7;7;8,71;10;3;1;2024;8,62;Cursando
RA-1560;4;A;Aluno-1560;14;Feminino;2024;Privada;Topázio;8,47;9,17;9,21;5,64;8,17;6;8,5;10;8,34;10;3;1;2024;8,5;Cursando
RA-1153;4;A;Aluno-1153;15;Feminino;2021;Privada;Topázio;8,27;8,75;9,7;5,64;8,5;8;8,5;9;9,07;5;5;-1;2024;8,75;Cursando
RA-183;4;A;Aluno-183;15;Feminino;2022;Pública;Topázio;8,27;7,92;9,25;6,26;7,5;5;7,5;10;8,37;10;4;0;2024;8,25;Cursando
RA-199;4;A;Aluno-199;15;Masculino;2022;Privada;Ametista;7,42;8,33;7,55;6,88;7,17;5;9;7,5;8,21;5;5;-1;2024;8,12;Cursando
RA-1561;4;A;Aluno-1561;16;Masculino;2024;Pública;Ametista;7,94;9,59;9,17;5;9;8,5;8,5;10;7,73;5;5;-1;2024;8;Cursando
RA-336;4;A;Aluno-336;15;Masculino;2021;Pública;Ágata;6,83;7,5;5,51;6,26;5,83;6;6,5;5;7,2;10;4;0;2024;7,5;Cursando
RA-347;4;A;Aluno-347;14;Feminino;2021;Pública;Topázio;8,38;8,75;9,67;6,88;7,67;6,5;7,5;9;7,77;10;3;1;2024;8;Cursando
RA-397;4;A;Aluno-397;16;Feminino;2021;Pública;Ágata;6,81;7,92;7,89;5,63;5,67;5;4,5;7,5;7,4;5;6;-2;2024;7,62;Cursando
RA-338;4;B;Aluno-338;14;Masculino;2021;Pública;Topázio;8,05;9,17;7,44;7,51;6,83;5;8;7,5;8,84;10;4;0;2024;7,62;Cursando
RA-392;4;B;Aluno-392;16;Masculino;2022;Pública;Quartzo;4,36;9,59;5,41;5,64;1;0;2;1;3,54;5;5;-1;2024;3,5;Cursando
RA-352;4;B;Aluno-352;13;Masculino;2021;Pública;Quartzo;5,98;8,33;4,45;6,26;3,17;2;5,5;2;6,79;10;3;1;2024;6,38;Cursando
RA-1562;4;B;Aluno-1562;16;Feminino;2024;Pública;Quartzo;5,46;6,25;8,67;5,01;0,5;0,5;;;6,87;5;6;-2;2024;6,25;Cursando
RA-367;4;B;Aluno-367;13;Feminino;2021;Pública;Ametista;7,21;9,17;7,27;6,26;5;2;5,5;7,5;7,63;10;3;1;2024;6,88;Cursando
RA-1563;4;B;Aluno-1563;15;Feminino;2024;Pública;Ametista;7,6;8,75;8,31;7,51;7;5;7,5;8,5;8,46;5;5;-1;2024;7,25;Cursando
RA-1564;4;B;Aluno-1564;15;Masculino;2024;Pública;Quartzo;5,08;8,33;4,94;6,88;2,17;1;3,5;2;5,29;5;5;-1;2024;5,75;Cursando
RA-1565;4;B;Aluno-1565;16;Masculino;2024;Pública;Quartzo;5,82;0;8,1;7,51;5,5;7;3;6,5;6,04;5;5;-1;2024;6,38;Cursando
RA-1566;4;B;Aluno-1566;17;Feminino;2024;Pública;Ametista;7,76;9,17;9,25;7,51;6,5;3;8;8,5;8,34;5;6;-2;2024;7,75;Cursando
RA-1567;4;B;Aluno-1567;16;Feminino;2024;Pública;Ametista;7,91;8,33;8,77;7,51;8,17;5;9,5;10;8,34;5;6;-2;2024;7,75;Cursando
RA-356;4;B;Aluno-356;14;Masculino;2021;Pública;Ágata;6,63;8,33;6,66;5,64;5,33;1;7;8;6,54;10;3;1;2024;5,25;Cursando
RA-1568;4;B;Aluno-1568;15;Feminino;2024;Pública;Ametista;7,8;9,17;7,49;7,51;8,17;7,5;7,5;9,5;8,5;5;5;-1;2024;8;Cursando
RA-247;4;B;Aluno-247;14;Feminino;2021;Pública;Ágata;6,65;0;8,31;6,26;4,33;0;5;8;8,59;10;4;0;2024;7,75;Cursando
RA-204;4;B;Aluno-204;15;Feminino;2021;Pública;Ametista;7,84;9,17;6,83;6,26;7,5;5;7,5;10;8,59;10;4;0;2024;7,12;Cursando
RA-1569;4;B;Aluno-1569;17;Feminino;2024;Pública;Quartzo;5,72;6,67;7,11;6,26;2,17;2;3;1,5;6,92;5;6;-2;2024;6,88;Cursando
RA-1570;4;B;Aluno-1570;16;Feminino;2024;Pública;Ametista;7,89;9,59;7,54;7,51;8,33;6,5;9;9,5;8,67;5;5;-1;2024;7,75;Cursando
RA-1571;4;B;Aluno-1571;16;Masculino;2024;Pública;Ametista;7,25;8,33;9,11;5;5,67;5;6;6;8,54;5;5;-1;2024;7,5;Cursando
RA-1572;4;C;Aluno-1572;15;Feminino;2024;Pública;Topázio;8,08;9,17;9,84;7,51;7,5;7,5;6,5;8,5;8,39;5;5;-1;2024;7,66;Cursando
RA-1150;4;C;Aluno-1150;17;Masculino;2023;Pública;Ametista;7,1;8,33;6,48;7,51;6,83;4;6,5;10;7,95;5;6;-2;2024;7,66;Cursando
RA-1573;4;C;Aluno-1573;16;Masculino;2024;Pública;Ágata;6,74;9,17;6,12;6,26;5;0;6;9;8,56;5;5;-1;2024;7,66;Cursando
RA-1574;4;C;Aluno-1574;16;Feminino;2024;Pública;Ametista;7,78;8,75;8,4;7,51;7,33;7;6;9;8,62;5;5;-1;2024;7,81;Cursando
RA-1151;4;C;Aluno-1151;13;Feminino;2023;Pública;Topázio;8,75;7,5;9,72;5,64;9;9;8;10;9,39;10;3;1;2024;8,12;Cursando
RA-1575;4;C;Aluno-1575;16;Feminino;2024;Pública;Ametista;7,32;9,17;8,62;6,88;5,33;0;7,5;8,5;8,28;5;5;-1;2024;7,66;Cursando
RA-1081;4;C;Aluno-1081;15;Feminino;2023;Privada;Topázio;8,55;6,67;9,52;5;8,83;9,5;8;9;8,95;10;4;0;2024;9,17;Cursando
RA-342;4;C;Aluno-342;16;Feminino;2021;Pública;Ágata;6,76;8,75;7,73;6,26;4,5;6,5;7;;7,72;5;5;-1;2024;7,66;Cursando
RA-1576;4;C;Aluno-1576;16;Feminino;2024;Pública;Ametista;7,46;8,33;9,52;5,64;6,67;7,5;4,5;8;8,44;5;5;-1;2024;6,41;Cursando
RA-187;4;C;Aluno-187;14;Feminino;2021;Privada;Topázio;8,57;8,75;9,54;5,64;7,83;7,5;7;9;9,06;10;4;0;2024;8,44;Cursando
RA-359;4;C;Aluno-359;14;Feminino;2021;Pública;Ametista;7,49;9,17;7,16;6,26;5,5;4;4,5;8;8,33;10;3;1;2024;7,5;Cursando
RA-1577;4;C;Aluno-1577;16;Masculino;2024;Pública;Ágata;6,31;10;4,99;7,51;4,33;4;7;2;7,27;5;5;-1;2024;7,34;Cursando
RA-236;4;F;Aluno-236;14;Feminino;2022;Pública;Ágata;6,98;9,17;7,89;6,26;4,5;1,5;4;8;6,36;10;4;0;2024;6,88;Cursando
RA-249;4;F;Aluno-249;16;Masculino;2021;Pública;Ágata;6,13;7,08;6,65;5;5;1;8;6;7,06;5;6;-2;2024;6,75;Cursando
RA-239;4;F;Aluno-239;17;Feminino;2021;Pública;Ágata;6,78;8,75;6,36;5,64;6,67;4;10;6;8,5;2,5;7;-3;2024;7,88;Cursando
RA-382;4;F;Aluno-382;16;Masculino;2021;Pública;Quartzo;5,81;9,17;6,32;5,63;3;2;3;4;6,43;5;5;-1;2024;6,75;Cursando
RA-383;4;F;Aluno-383;13;Masculino;2021;Pública;Topázio;8,04;9,17;8,6;7,51;5,83;1;8;8,5;8,47;10;3;1;2024;7,88;Cursando
RA-1155;4;F;Aluno-1155;15;Feminino;2023;Pública;Ametista;7,12;8,33;8,89;5;4,67;6;8;;8,87;5;5;-1;2024;8;Cursando
RA-384;4;F;Aluno-384;14;Feminino;2021;Pública;Topázio;8,07;7,5;8,61;7,51;7,5;5;9,5;8;7,94;10;4;0;2024;7,62;Cursando
RA-1156;4;F;Aluno-1156;13;Feminino;2023;Pública;Ágata;6,68;7,5;7,82;7,51;2;6;0;;7,5;10;3;1;2024;7,12;Cursando
RA-1578;4;F;Aluno-1578;13;Feminino;2024;Pública;Ametista;7,88;8,33;6,76;7,51;7,33;6;6;10;8,64;10;3;1;2024;7,5;Cursando
RA-388;4;F;Aluno-388;16;Feminino;2021;Pública;Quartzo;5,97;7,5;6,35;7,51;4,33;1;7;5;5,76;5;5;-1;2024;6,75;Cursando
RA-260;4;F;Aluno-260;15;Feminino;2021;Pública;Topázio;8,45;8,75;9,67;7,51;7;7,5;5,5;8;8,5;10;4;0;2024;7,88;Cursando
RA-395;4;F;Aluno-395;13;Feminino;2021;Pública;Ametista;7,17;8,75;6,92;6,26;4,33;2,5;5,5;5;8,46;10;3;1;2024;7,25;Cursando
RA-262;4;F;Aluno-262;17;Masculino;2021;Privada;Quartzo;5,81;7,92;4,85;7,51;4,17;1;4,5;7;6,3;5;6;-2;2024;7;Cursando
RA-1579;4;F;Aluno-1579;16;Feminino;2022;Pública;Ametista;7,89;8,75;9,09;5,64;7,17;7,5;6;8;9,27;5;6;-2;2024;8,5;Cursando
RA-1580;4;F;Aluno-1580;16;Masculino;2024;Pública;Ametista;7,79;8,75;9,05;7,51;6,17;5;7,5;6;9,17;5;5;-1;2024;7,88;Cursando
RA-377;4;F;Aluno-377;14;Feminino;2021;Pública;Ametista;7,48;9,17;7,7;7,51;5,17;4;6,5;5;7,63;10;4;0;2024;7,12;Cursando
RA-250;4;H;Aluno-250;14;Feminino;2022;Privada;Topázio;9,05;9,17;9,63;6,88;9,17;10;7,5;10;8,95;10;4;0;2024;8,96;Cursando
RA-1581;4;H;Aluno-1581;16;Masculino;2024;Pública;Ágata;6,98;8,33;7,83;6,26;6,33;7;4,5;7,5;7,39;5;5;-1;2024;7,08;Cursando
RA-1582;4;H;Aluno-1582;15;Masculino;2024;Pública;Ágata;6,47;8,33;8,07;6,26;4,5;7;2;4,5;6,67;5;5;-1;2024;6,67;Cursando
RA-1583;4;H;Aluno-1583;15;Feminino;2024;Pública;Ametista;7,82;7,92;7,75;6,26;8,17;8;6,5;10;9,01;5;5;-1;2024;9,17;Cursando
RA-450;4;L;Aluno-450;15;Masculino;2021;Pública;Ametista;7,53;8,75;8,95;5,63;7,5;8;8,5;6;7,58;5;5;-1;2024;7,81;Cursando
RA-426;4;L;Aluno-426;15;Feminino;2022;Pública;Ágata;6,64;7,92;7,91;4,38;4,83;3,5;7;4;8;5;5;-1;2024;7,66;Cursando
RA-1584;4;L;Aluno-1584;15;Feminino;2024;Pública;Ametista;7,43;8,33;9,15;7,51;5,5;6;5,5;5;8,17;5;5;-1;2024;7,81;Cursando
RA-313;4;L;Aluno-313;15;Feminino;2022;Pública;Ametista;7,25;8,75;9,67;5,63;4,83;1;8;5,5;8,17;5;5;-1;2024;7,81;Cursando
RA-467;4;L;Aluno-467;15;Feminino;2022;Pública;Ametista;7,73;7,92;9,14;5,01;6,83;5,5;9;6;7,54;10;4;0;2024;7,34;Cursando
RA-1585;4;L;Aluno-1585;15;Feminino;2024;Pública;Ágata;6,73;10;6,78;7,51;4;5;3;4;7,79;5;5;-1;2024;7,66;Cursando
